booking_id,hotel_id,guest_id,room_type_id,promotion_id,booking_date,check_in_date,check_out_date,stay_nights,adults,children,booking_channel,booking_status,cancellation_flag,cancellation_date,adr_try,room_revenue_try,food_beverage_revenue_try,other_revenue_try,gross_revenue_try,cancellation_fee_try,realized_revenue_try,nationality
B03228,H001,G01532,RT01,P002,2026-06-17,2026-07-09,2026-07-11,2,2,0,Travel Agent,Completed,0,,3945.91,7891.82,820.43,213.45,8925.7,0.0,8925.7,Russian
B03229,H001,G02125,RT06,P000,2026-09-25,2026-12-02,2026-12-05,3,2,0,Direct Phone,Cancelled,1,2026-10-18,6105.06,18315.18,2791.01,688.64,21794.83,2747.28,2747.28,German
B03230,H001,G01851,RT01,P000,2026-10-18,2026-11-06,2026-11-09,3,2,1,Travel Agent,Confirmed,0,,2504.91,7514.73,1335.98,471.45,9322.16,0.0,9322.16,British
B03231,H001,G02346,RT01,P000,2025-09-17,2025-11-02,2025-11-05,3,1,0,Direct Website,Completed,0,,2258.44,6775.32,1003.78,219.9,7999.0,0.0,7999.0,Turkish
B03232,H001,G01197,RT01,P002,2026-07-29,2026-09-28,2026-10-01,3,2,0,Booking.com,Confirmed,0,,3367.85,10103.55,1729.14,348.07,12180.76,0.0,12180.76,British
B03233,H001,G01929,RT02,P000,2026-05-01,2026-05-25,2026-05-26,1,4,1,Booking.com,Completed,0,,3783.14,3783.14,674.8,186.52,4644.46,0.0,4644.46,British
B03234,H001,G01775,RT02,P000,2026-06-28,2026-08-24,2026-08-27,3,2,1,Travel Agent,Confirmed,0,,6327.16,18981.48,2135.63,201.01,21318.12,0.0,21318.12,German
B03235,H001,G00356,RT01,P005,2026-08-21,2026-09-12,2026-09-16,4,3,1,Direct Website,Cancelled,1,2026-08-26,3286.27,13145.08,2782.19,676.39,16603.66,0.0,0.0,Turkish
B03236,H001,G00078,RT02,P006,2025-06-10,2025-06-16,2025-06-21,5,2,0,Direct Phone,Completed,0,,4131.85,20659.25,3545.69,402.18,24607.12,0.0,24607.12,Turkish
B03237,H001,G01608,RT02,P000,2026-08-28,2026-11-20,2026-11-23,3,2,0,Travel Agent,Confirmed,0,,3237.62,9712.86,1940.0,176.25,11829.11,0.0,11829.11,British
B03238,H001,G00362,RT04,P005,2025-07-29,2025-09-15,2025-09-18,3,4,2,Direct Website,Completed,0,,5896.22,17688.66,3859.95,1043.19,22591.8,0.0,22591.8,British
B03239,H001,G02500,RT05,P000,2026-08-13,2026-08-30,2026-09-01,2,2,2,Booking.com,Confirmed,0,,11836.03,23672.06,3973.59,1426.19,29071.84,0.0,29071.84,British
B03240,H001,G02380,RT01,P001,2025-05-18,2025-06-16,2025-06-22,6,2,0,Direct Website,Completed,0,,3434.47,20606.82,3438.64,744.96,24790.42,0.0,24790.42,Turkish
B03241,H001,G01493,RT05,P001,2025-02-05,2025-03-01,2025-03-09,8,4,0,Booking.com,Completed,0,,5051.94,40415.52,7557.93,1939.1,49912.55,0.0,49912.55,French
B03242,H001,G01140,RT03,P002,2026-06-03,2026-07-10,2026-07-16,6,2,0,Booking.com,Cancelled,1,2026-06-25,5681.19,34087.14,6041.47,708.74,40837.35,5113.07,5113.07,German
B03243,H001,G00529,RT01,P004,2026-12-06,2026-12-24,2026-12-26,2,2,0,Direct Phone,Confirmed,0,,2120.02,4240.04,756.77,252.69,5249.5,0.0,5249.5,Turkish
B03244,H001,G00487,RT03,P000,2026-08-15,2026-09-12,2026-09-15,3,2,2,Booking.com,Confirmed,0,,5810.77,17432.31,2404.11,511.61,20348.03,0.0,20348.03,British
B03245,H001,G01349,RT01,P000,2026-03-04,2026-04-13,2026-04-15,2,3,1,Expedia,Cancelled,1,2026-04-11,2809.29,5618.58,668.91,144.24,6431.73,842.79,842.79,Turkish
B03246,H001,G01026,RT01,P000,2026-09-20,2026-10-10,2026-10-12,2,2,0,Booking.com,Confirmed,0,,2933.05,5866.1,1282.13,272.16,7420.39,0.0,7420.39,British
B03247,H001,G00307,RT04,P000,2025-07-17,2025-10-14,2025-10-18,4,4,1,Direct Phone,Completed,0,,5376.92,21507.68,3226.01,779.79,25513.48,0.0,25513.48,Turkish
B03248,H001,G01248,RT02,P006,2025-08-18,2025-09-19,2025-09-23,4,2,0,Direct Website,Cancelled,1,2025-08-21,4136.82,16547.28,1357.06,491.34,18395.68,2482.09,2482.09,British
B03249,H001,G01317,RT01,P000,2025-08-05,2025-08-06,2025-08-10,4,3,1,Booking.com,Completed,0,,4045.88,16183.52,2580.68,345.43,19109.63,0.0,19109.63,British
B03250,H001,G00432,RT01,P003,2026-08-18,2026-09-24,2026-09-30,6,2,0,Booking.com,Confirmed,0,,2816.88,16901.28,1522.76,477.72,18901.76,0.0,18901.76,British
B03251,H001,G01839,RT01,P003,2026-07-31,2026-08-27,2026-09-01,5,2,0,Booking.com,Confirmed,0,,3939.09,19695.45,4138.26,1338.28,25171.99,0.0,25171.99,German
B03252,H001,G00764,RT03,P006,2026-08-04,2026-09-08,2026-09-12,4,4,0,Direct Website,Confirmed,0,,5266.12,21064.48,3884.77,1331.87,26281.12,0.0,26281.12,Turkish
B03253,H001,G01038,RT04,P003,2025-07-29,2025-08-08,2025-08-18,10,2,0,Booking.com,Cancelled,1,2025-08-05,7437.35,74373.5,7714.05,2651.18,84738.73,11156.02,11156.02,Turkish
B03254,H001,G02486,RT03,P000,2026-12-25,2027-02-01,2027-02-03,2,3,1,Direct Phone,Confirmed,0,,3465.6,6931.2,721.93,113.33,7766.46,0.0,7766.46,British
B03255,H001,G00456,RT02,P003,2026-03-25,2026-03-31,2026-04-06,6,2,0,Booking.com,Completed,0,,2613.23,15679.38,1549.41,260.11,17488.9,0.0,17488.9,Turkish
B03256,H001,G00522,RT04,P000,2025-01-10,2025-01-15,2025-01-19,4,3,0,Booking.com,Completed,0,,4361.91,17447.64,2864.84,1157.98,21470.46,0.0,21470.46,Turkish
B03257,H001,G01114,RT05,P004,2026-11-28,2026-12-19,2026-12-20,1,2,0,Booking.com,Confirmed,0,,5293.66,5293.66,1057.76,317.97,6669.39,0.0,6669.39,French
B03258,H001,G00285,RT01,P000,2025-11-12,2025-12-07,2025-12-11,4,3,2,Travel Agent,Cancelled,1,2025-12-04,2155.9,8623.6,1150.66,470.89,10245.15,0.0,0.0,Russian
B03259,H001,G01825,RT06,P006,2025-05-23,2025-06-05,2025-06-08,3,2,1,Direct Website,Completed,0,,10018.7,30056.1,2899.83,1909.15,34865.08,0.0,34865.08,Turkish
B03260,H001,G01807,RT01,P000,2025-06-06,2025-06-12,2025-06-16,4,2,0,Booking.com,Completed,0,,3696.62,14786.48,1824.6,928.78,17539.86,0.0,17539.86,Turkish
B03261,H001,G00860,RT03,P006,2025-07-17,2025-08-03,2025-08-08,5,1,2,Direct Phone,Completed,0,,6587.11,32935.55,5707.4,460.28,39103.23,0.0,39103.23,British
B03262,H001,G01485,RT05,P001,2025-03-03,2025-03-07,2025-03-09,2,1,0,Expedia,Completed,0,,4907.83,9815.66,1436.91,426.74,11679.31,0.0,11679.31,Turkish
B03263,H001,G01064,RT02,P000,2026-01-23,2026-02-03,2026-02-06,3,3,1,Travel Agent,Completed,0,,3026.9,9080.7,756.26,212.3,10049.26,0.0,10049.26,German
B03264,H001,G01394,RT03,P000,2026-06-18,2026-08-30,2026-09-03,4,2,0,Travel Agent,Confirmed,0,,6364.92,25459.68,4039.91,637.81,30137.4,0.0,30137.4,German
B03265,H001,G02199,RT02,P006,2026-04-25,2026-05-06,2026-05-11,5,1,0,Direct Phone,Completed,0,,3750.43,18752.15,1883.07,639.06,21274.28,0.0,21274.28,British
B03266,H001,G01393,RT03,P001,2026-06-03,2026-07-06,2026-07-10,4,2,1,Booking.com,Completed,0,,6414.17,25656.68,4165.36,1746.07,31568.11,0.0,31568.11,British
B03267,H001,G00847,RT01,P000,2025-09-25,2025-10-26,2025-10-27,1,2,0,Booking.com,Completed,0,,2764.26,2764.26,276.76,63.84,3104.86,0.0,3104.86,Turkish
B03268,H001,G02226,RT03,P000,2026-02-16,2026-02-25,2026-03-01,4,2,0,Booking.com,Completed,0,,3378.51,13514.04,1710.84,374.27,15599.15,0.0,15599.15,Turkish
B03269,H001,G00236,RT02,P000,2026-08-14,2026-09-01,2026-09-05,4,1,0,Corporate,Confirmed,0,,4812.46,19249.84,3816.62,1098.63,24165.09,0.0,24165.09,British
B03270,H001,G00901,RT04,P000,2025-10-23,2025-11-02,2025-11-03,1,2,0,Direct Website,Completed,0,,4181.42,4181.42,891.03,287.82,5360.27,0.0,5360.27,Turkish
B03271,H001,G01443,RT01,P003,2025-03-11,2025-04-16,2025-04-22,6,4,2,Direct Phone,Completed,0,,2254.17,13525.02,2124.4,214.23,15863.65,0.0,15863.65,British
B03272,H001,G01895,RT01,P000,2025-09-12,2025-09-23,2025-09-25,2,2,0,Direct Website,Completed,0,,3519.15,7038.3,1429.95,268.74,8736.99,0.0,8736.99,Russian
B03273,H001,G02294,RT04,P000,2025-03-12,2025-04-08,2025-04-10,2,3,0,Direct Website,Completed,0,,5256.39,10512.78,1317.89,294.33,12125.0,0.0,12125.0,British
B03274,H001,G01701,RT03,P000,2026-02-16,2026-03-01,2026-03-05,4,3,0,Booking.com,Completed,0,,3754.5,15018.0,1707.98,725.71,17451.69,0.0,17451.69,British
B03275,H001,G01380,RT01,P000,2026-05-06,2026-05-18,2026-05-21,3,2,1,Expedia,Completed,0,,3003.37,9010.11,1747.38,334.88,11092.37,0.0,11092.37,Turkish
B03276,H001,G02133,RT05,P000,2026-09-02,2026-10-02,2026-10-08,6,2,0,Travel Agent,Confirmed,0,,7169.2,43015.2,6767.5,1996.43,51779.13,0.0,51779.13,Russian
B03277,H001,G02335,RT03,P003,2025-04-12,2025-05-01,2025-05-06,5,2,0,Direct Website,Cancelled,1,2025-04-27,3862.0,19310.0,3710.93,1126.1,24147.03,0.0,0.0,Turkish
B03278,H001,G01925,RT06,P005,2026-09-23,2026-09-29,2026-10-02,3,2,1,Travel Agent,Confirmed,0,,8890.46,26671.38,2639.02,716.21,30026.61,0.0,30026.61,Turkish
B03279,H001,G01899,RT02,P004,2025-08-31,2025-10-13,2025-10-15,2,2,0,Corporate,Completed,0,,3718.13,7436.26,742.45,502.44,8681.15,0.0,8681.15,French
B03280,H001,G01158,RT01,P006,2026-07-18,2026-09-17,2026-09-20,3,2,0,Direct Website,Confirmed,0,,3129.82,9389.46,1663.65,537.97,11591.08,0.0,11591.08,Turkish
B03281,H001,G00545,RT01,P006,2026-09-18,2026-11-10,2026-11-11,1,2,0,Direct Phone,Confirmed,0,,1993.23,1993.23,324.73,72.43,2390.39,0.0,2390.39,British
B03282,H001,G00536,RT01,P003,2026-06-06,2026-06-30,2026-07-10,10,2,1,Travel Agent,Completed,0,,3016.26,30162.6,5947.35,1789.28,37899.23,0.0,37899.23,Turkish
B03283,H001,G00913,RT03,P000,2025-06-11,2025-08-07,2025-08-10,3,2,0,Expedia,Completed,0,,7141.44,21424.32,1868.11,1480.5,24772.93,0.0,24772.93,Turkish
B03284,H001,G02359,RT02,P003,2026-10-26,2026-11-14,2026-11-20,6,2,0,Travel Agent,Confirmed,0,,2587.73,15526.38,1682.12,446.49,17654.99,0.0,17654.99,German
B03285,H001,G02377,RT01,P006,2025-09-19,2025-09-30,2025-10-05,5,1,0,Direct Phone,Completed,0,,3339.75,16698.75,1393.99,866.19,18958.93,0.0,18958.93,British
B03286,H001,G01474,RT02,P005,2025-07-19,2025-08-21,2025-08-24,3,3,2,Travel Agent,Completed,0,,5010.05,15030.15,3199.81,316.56,18546.52,0.0,18546.52,Russian
B03287,H001,G01771,RT05,P003,2026-06-01,2026-08-23,2026-09-02,10,4,0,Direct Website,Confirmed,0,,8992.78,89927.8,15349.53,4799.63,110076.96,0.0,110076.96,British
B03288,H001,G02002,RT01,P000,2026-03-29,2026-04-01,2026-04-06,5,2,2,Booking.com,Completed,0,,2557.68,12788.4,1776.2,206.31,14770.91,0.0,14770.91,German
B03289,H001,G00219,RT01,P006,2026-01-17,2026-02-14,2026-02-16,2,4,0,Direct Website,Completed,0,,2142.02,4284.04,828.01,65.2,5177.25,0.0,5177.25,Turkish
B03290,H001,G01616,RT03,P001,2025-10-15,2025-11-16,2025-11-20,4,3,0,Booking.com,Completed,0,,2642.59,10570.36,1938.04,474.6,12983.0,0.0,12983.0,Turkish
B03291,H001,G01838,RT01,P006,2025-07-20,2025-07-29,2025-08-01,3,2,0,Direct Website,Cancelled,1,2025-07-26,4239.18,12717.54,1625.06,584.27,14926.87,0.0,0.0,British
B03292,H001,G00868,RT04,P000,2026-07-18,2026-10-13,2026-10-15,2,2,0,Booking.com,Confirmed,0,,5421.33,10842.66,1801.48,291.21,12935.35,0.0,12935.35,Turkish
B03293,H001,G01037,RT03,P000,2026-08-30,2026-10-23,2026-10-29,6,2,0,Corporate,Cancelled,1,2026-10-03,4810.99,28865.94,2471.2,614.16,31951.3,0.0,0.0,British
B03294,H001,G00844,RT02,P005,2026-06-10,2026-07-14,2026-07-16,2,4,2,Direct Phone,Completed,0,,5512.64,11025.28,1896.12,281.44,13202.84,0.0,13202.84,British
B03295,H001,G02003,RT01,P005,2026-06-17,2026-07-25,2026-07-27,2,4,1,Booking.com,Completed,0,,3568.63,7137.26,927.58,396.52,8461.36,0.0,8461.36,Turkish
B03296,H001,G01377,RT01,P000,2026-02-12,2026-03-07,2026-03-08,1,1,2,Booking.com,Completed,0,,2226.7,2226.7,341.18,114.85,2682.73,0.0,2682.73,Turkish
B03297,H001,G01745,RT05,P004,2025-09-19,2025-11-01,2025-11-03,2,2,0,Expedia,Completed,0,,4850.3,9700.6,1973.41,577.48,12251.49,0.0,12251.49,British
B03298,H001,G00142,RT02,P001,2026-05-04,2026-05-14,2026-05-17,3,3,1,Corporate,Completed,0,,3525.42,10576.26,2242.27,212.39,13030.92,0.0,13030.92,German
B03299,H001,G00961,RT04,P000,2026-09-21,2026-10-09,2026-10-13,4,3,0,Booking.com,Cancelled,1,2026-10-04,5350.27,21401.08,4114.74,1295.99,26811.81,0.0,0.0,Turkish
B03300,H001,G01653,RT01,P003,2025-07-31,2025-09-15,2025-09-21,6,3,1,Direct Phone,Completed,0,,2969.4,17816.4,1525.43,1176.76,20518.59,0.0,20518.59,British
B03301,H001,G01130,RT02,P001,2026-07-06,2026-10-11,2026-10-15,4,4,0,Corporate,Confirmed,0,,3482.27,13929.08,1577.95,182.38,15689.41,0.0,15689.41,Turkish
B03302,H001,G00284,RT06,P000,2025-01-11,2025-02-09,2025-02-13,4,2,0,Direct Website,Completed,0,,6789.14,27156.56,4346.48,1422.64,32925.68,0.0,32925.68,Turkish
B03303,H001,G00399,RT02,P006,2025-08-09,2025-09-13,2025-09-21,8,3,0,Direct Website,Completed,0,,4374.73,34997.84,7166.11,1458.89,43622.84,0.0,43622.84,Turkish
B03304,H001,G00506,RT03,P001,2026-06-11,2026-07-19,2026-07-23,4,2,0,Booking.com,Completed,0,,6161.12,24644.48,4414.17,1227.57,30286.22,0.0,30286.22,French
B03305,H001,G02491,RT01,P000,2026-10-05,2026-10-26,2026-10-28,2,2,0,Direct Website,Confirmed,0,,2912.9,5825.8,471.23,89.88,6386.91,0.0,6386.91,British
B03306,H001,G01930,RT02,P001,2025-09-13,2025-10-23,2025-10-25,2,3,1,Booking.com,Cancelled,1,2025-10-07,3285.44,6570.88,1277.35,404.32,8252.55,985.63,985.63,Turkish
B03307,H001,G01904,RT01,P006,2025-03-20,2025-04-28,2025-05-02,4,2,0,Direct Website,Completed,0,,2544.48,10177.92,1223.76,371.2,11772.88,0.0,11772.88,Turkish
B03308,H001,G01165,RT03,P001,2025-09-25,2025-10-04,2025-10-07,3,2,0,Booking.com,Completed,0,,3970.05,11910.15,1829.37,132.78,13872.3,0.0,13872.3,German
B03309,H001,G01077,RT04,P003,2026-08-27,2026-09-22,2026-09-28,6,4,0,Expedia,Confirmed,0,,5805.98,34835.88,2973.32,765.23,38574.43,0.0,38574.43,British
B03310,H001,G01555,RT05,P005,2026-07-04,2026-08-09,2026-08-11,2,2,1,Booking.com,Completed,0,,9158.99,18317.98,2633.05,207.85,21158.88,0.0,21158.88,German
B03311,H001,G00439,RT04,P000,2026-12-07,2026-12-13,2026-12-15,2,3,2,Booking.com,Confirmed,0,,4061.78,8123.56,1302.0,505.38,9930.94,0.0,9930.94,Turkish
B03312,H001,G02219,RT05,P003,2026-09-24,2026-10-25,2026-10-31,6,4,1,Expedia,Confirmed,0,,5762.25,34573.5,4034.36,2104.5,40712.36,0.0,40712.36,British
B03313,H001,G02231,RT03,P006,2025-08-15,2025-09-21,2025-09-24,3,3,0,Direct Website,Completed,0,,5474.12,16422.36,1325.57,755.86,18503.79,0.0,18503.79,Turkish
B03314,H001,G02473,RT03,P003,2025-07-20,2025-09-11,2025-09-17,6,4,0,Travel Agent,Cancelled,1,2025-07-31,4676.82,28060.92,2338.04,522.63,30921.59,4209.14,4209.14,German
B03315,H001,G01862,RT04,P000,2025-07-27,2025-08-06,2025-08-09,3,2,0,Travel Agent,Completed,0,,9322.41,27967.23,4296.54,1851.75,34115.52,0.0,34115.52,Turkish
B03316,H001,G00205,RT02,P000,2025-07-12,2025-09-11,2025-09-13,2,3,1,Booking.com,Cancelled,1,2025-07-27,5314.83,10629.66,1524.04,309.05,12462.75,0.0,0.0,German
B03317,H001,G00638,RT03,P000,2025-06-22,2025-07-11,2025-07-15,4,4,2,Direct Website,Completed,0,,6787.03,27148.12,3762.19,603.36,31513.67,0.0,31513.67,British
B03318,H001,G01583,RT04,P001,2026-03-10,2026-03-19,2026-03-21,2,2,0,Booking.com,Completed,0,,3838.84,7677.68,960.54,413.49,9051.71,0.0,9051.71,German
B03319,H001,G02037,RT03,P000,2025-09-21,2025-10-07,2025-10-10,3,4,2,Expedia,Completed,0,,4245.05,12735.15,2574.53,475.59,15785.27,0.0,15785.27,German
B03320,H001,G02408,RT02,P002,2026-06-18,2026-09-07,2026-09-09,2,2,0,Expedia,Confirmed,0,,4626.88,9253.76,1177.48,181.93,10613.17,0.0,10613.17,Turkish
B03321,H001,G00104,RT02,P000,2025-06-04,2025-08-03,2025-08-05,2,2,0,Expedia,Completed,0,,5877.27,11754.54,1030.8,577.41,13362.75,0.0,13362.75,Turkish
B03322,H001,G02174,RT02,P001,2025-07-12,2025-08-06,2025-08-08,2,2,0,Booking.com,Completed,0,,5587.92,11175.84,1913.57,276.63,13366.04,0.0,13366.04,British
B03323,H001,G00704,RT02,P005,2026-06-20,2026-07-21,2026-07-26,5,3,0,Booking.com,Completed,0,,5062.31,25311.55,3439.17,1500.52,30251.24,0.0,30251.24,Turkish
B03324,H001,G01794,RT01,P002,2025-06-11,2025-08-13,2025-08-16,3,3,0,Direct Phone,Completed,0,,3803.73,11411.19,2407.47,293.07,14111.73,0.0,14111.73,Turkish
B03325,H001,G00375,RT02,P002,2026-07-27,2026-09-23,2026-09-24,1,2,0,Booking.com,Confirmed,0,,4152.32,4152.32,845.45,60.33,5058.1,0.0,5058.1,Turkish
B03326,H001,G00236,RT01,P000,2026-08-27,2026-11-22,2026-11-26,4,2,0,Expedia,Confirmed,0,,2160.5,8642.0,798.02,481.25,9921.27,0.0,9921.27,British
B03327,H001,G00430,RT01,P000,2026-06-17,2026-08-08,2026-08-12,4,2,0,Travel Agent,Completed,0,,4415.64,17662.56,1681.57,982.46,20326.59,0.0,20326.59,British
B03328,H001,G02446,RT04,P003,2026-07-18,2026-07-25,2026-07-30,5,1,0,Travel Agent,Completed,0,,7238.97,36194.85,4973.67,462.77,41631.29,0.0,41631.29,French
B03329,H001,G00812,RT02,P000,2025-03-02,2025-04-05,2025-04-08,3,2,0,Corporate,Completed,0,,3415.27,10245.81,1828.47,469.01,12543.29,0.0,12543.29,Turkish
B03330,H001,G02350,RT01,P000,2025-02-21,2025-03-02,2025-03-04,2,4,1,Corporate,Completed,0,,2141.1,4282.2,421.05,267.4,4970.65,0.0,4970.65,British
B03331,H001,G00952,RT04,P000,2025-09-07,2025-10-07,2025-10-08,1,2,0,Direct Website,Cancelled,1,2025-09-29,5921.16,5921.16,1100.75,93.52,7115.43,0.0,0.0,British
B03332,H001,G00600,RT03,P000,2026-05-24,2026-06-21,2026-06-24,3,3,0,Booking.com,Completed,0,,5890.94,17672.82,1747.42,706.95,20127.19,0.0,20127.19,Turkish
B03333,H001,G00342,RT02,P000,2026-08-24,2026-10-05,2026-10-06,1,2,1,Direct Website,Confirmed,0,,3595.6,3595.6,684.49,37.8,4317.89,0.0,4317.89,Turkish
B03334,H001,G02476,RT06,P000,2026-07-07,2026-08-20,2026-08-23,3,3,2,Booking.com,Confirmed,0,,13551.17,40653.51,6110.95,1744.04,48508.5,0.0,48508.5,British
B03335,H001,G00874,RT01,P002,2026-07-21,2026-08-10,2026-08-17,7,2,0,Booking.com,Completed,0,,3849.64,26947.48,3280.44,960.44,31188.36,0.0,31188.36,British
B03336,H001,G01740,RT01,P000,2026-07-07,2026-08-16,2026-08-19,3,2,0,Booking.com,Cancelled,1,2026-07-26,4622.13,13866.39,2640.13,501.99,17008.51,0.0,0.0,Turkish
B03337,H001,G02161,RT05,P000,2025-07-22,2025-09-04,2025-09-07,3,2,0,Expedia,Completed,0,,8460.06,25380.18,2412.42,1530.16,29322.76,0.0,29322.76,Turkish
B03338,H001,G01588,RT01,P003,2026-06-23,2026-07-11,2026-07-19,8,3,1,Direct Phone,Completed,0,,3900.85,31206.8,2698.97,2010.78,35916.55,0.0,35916.55,Turkish
B03339,H001,G02577,RT01,P000,2025-04-09,2025-04-27,2025-04-29,2,2,0,Travel Agent,Completed,0,,2675.09,5350.18,550.51,328.32,6229.01,0.0,6229.01,German
B03340,H001,G01974,RT06,P000,2026-11-09,2026-12-26,2026-12-29,3,4,0,Direct Phone,Cancelled,1,2026-12-21,6448.95,19346.85,3892.96,1189.37,24429.18,0.0,0.0,Turkish
B03341,H001,G01880,RT05,P000,2025-04-26,2025-05-07,2025-05-08,1,3,1,Booking.com,Completed,0,,6526.21,6526.21,1002.4,388.28,7916.89,0.0,7916.89,British
B03342,H001,G01780,RT06,P001,2025-09-13,2025-11-18,2025-11-22,4,3,2,Travel Agent,Completed,0,,5713.18,22852.72,2301.93,1353.3,26507.95,0.0,26507.95,British
B03343,H001,G02465,RT04,P000,2025-09-13,2025-12-02,2025-12-03,1,2,0,Booking.com,Completed,0,,3897.74,3897.74,645.59,209.87,4753.2,0.0,4753.2,Turkish
B03344,H001,G01302,RT03,P005,2026-08-30,2026-09-30,2026-10-06,6,3,1,Direct Phone,Confirmed,0,,5655.64,33933.84,3467.35,1112.75,38513.94,0.0,38513.94,Turkish
B03345,H001,G02204,RT04,P000,2025-03-25,2025-04-08,2025-04-10,2,3,0,Booking.com,Completed,0,,5462.45,10924.9,1310.15,572.61,12807.66,0.0,12807.66,Turkish
B03346,H001,G02548,RT01,P006,2026-06-27,2026-07-26,2026-07-29,3,4,1,Direct Website,Completed,0,,4124.6,12373.8,1942.18,645.33,14961.31,0.0,14961.31,Turkish
B03347,H001,G01926,RT06,P006,2025-06-18,2025-07-14,2025-07-17,3,3,1,Direct Website,Completed,0,,11701.02,35103.06,3679.1,1375.39,40157.55,0.0,40157.55,French
B03348,H001,G02512,RT01,P003,2025-06-30,2025-08-28,2025-09-05,8,4,2,Expedia,Completed,0,,3865.9,30927.2,5132.6,880.91,36940.71,0.0,36940.71,Turkish
B03349,H001,G01871,RT04,P000,2025-09-22,2025-12-05,2025-12-08,3,3,0,Travel Agent,Completed,0,,3851.65,11554.95,1344.57,181.55,13081.07,0.0,13081.07,Russian
B03350,H001,G00834,RT02,P006,2025-09-13,2025-10-13,2025-10-17,4,2,2,Direct Website,Completed,0,,3554.52,14218.08,1380.3,526.77,16125.15,0.0,16125.15,Russian
B03351,H001,G02494,RT05,P000,2026-06-21,2026-09-07,2026-09-10,3,3,0,Expedia,Confirmed,0,,8354.73,25064.19,4966.08,1101.62,31131.89,0.0,31131.89,Turkish
B03352,H001,G01212,RT01,P002,2026-08-23,2026-09-17,2026-09-20,3,3,0,Expedia,Confirmed,0,,3189.33,9567.99,1107.3,575.12,11250.41,0.0,11250.41,Turkish
B03353,H001,G00217,RT03,P000,2026-07-10,2026-09-30,2026-10-03,3,1,0,Direct Website,Confirmed,0,,6092.77,18278.31,3103.49,760.24,22142.04,0.0,22142.04,French
B03354,H001,G00366,RT06,P003,2026-06-18,2026-06-29,2026-07-09,10,2,0,Direct Website,Completed,0,,8626.19,86261.9,12325.52,5463.82,104051.24,0.0,104051.24,British
B03355,H001,G00250,RT02,P002,2025-07-12,2025-08-23,2025-08-27,4,2,0,Direct Website,Completed,0,,4991.12,19964.48,3215.52,395.04,23575.04,0.0,23575.04,Turkish
B03356,H001,G00291,RT03,P000,2025-07-31,2025-09-15,2025-09-19,4,3,0,Direct Website,Completed,0,,5722.85,22891.4,4796.36,1340.24,29028.0,0.0,29028.0,Turkish
B03357,H001,G01703,RT01,P001,2025-01-20,2025-02-04,2025-02-06,2,3,0,Direct Website,Completed,0,,1909.33,3818.66,402.31,173.74,4394.71,0.0,4394.71,Russian
B03358,H001,G02572,RT02,P000,2026-12-20,2027-01-15,2027-01-19,4,2,2,Booking.com,Cancelled,1,2027-01-01,2822.96,11291.84,2091.92,269.03,13652.79,1693.78,1693.78,German
B03359,H001,G00798,RT03,P006,2025-07-03,2025-07-26,2025-07-29,3,3,0,Direct Website,Completed,0,,6164.27,18492.81,2951.55,677.2,22121.56,0.0,22121.56,German
B03360,H001,G00026,RT04,P000,2026-08-07,2026-11-13,2026-11-15,2,4,1,Expedia,Confirmed,0,,4502.42,9004.84,1590.37,572.52,11167.73,0.0,11167.73,Turkish
B03361,H001,G01847,RT03,P003,2026-06-07,2026-07-06,2026-07-13,7,2,0,Direct Website,Completed,0,,5646.18,39523.26,3216.26,1298.23,44037.75,0.0,44037.75,British
B03362,H001,G01737,RT03,P000,2026-05-18,2026-06-16,2026-06-18,2,3,1,Booking.com,Completed,0,,5961.46,11922.92,2164.17,234.56,14321.65,0.0,14321.65,British
B03363,H001,G02387,RT01,P003,2025-07-23,2025-08-07,2025-08-12,5,3,1,Booking.com,Completed,0,,3237.39,16186.95,1909.18,461.75,18557.88,0.0,18557.88,Turkish
B03364,H001,G02202,RT01,P006,2026-03-14,2026-03-21,2026-03-23,2,2,0,Direct Phone,Completed,0,,2046.62,4093.24,611.07,164.68,4868.99,0.0,4868.99,Turkish
B03365,H001,G00647,RT01,P000,2025-10-01,2025-10-17,2025-10-22,5,4,0,Direct Website,Completed,0,,2948.52,14742.6,1724.52,149.51,16616.63,0.0,16616.63,Turkish
B03366,H001,G01605,RT02,P000,2026-05-23,2026-06-06,2026-06-11,5,2,0,Booking.com,Completed,0,,4784.11,23920.55,4764.42,1450.63,30135.6,0.0,30135.6,German
B03367,H001,G02133,RT03,P006,2025-05-14,2025-05-17,2025-05-20,3,4,1,Direct Website,Completed,0,,4708.97,14126.91,2038.91,886.87,17052.69,0.0,17052.69,Russian
B03368,H001,G01812,RT01,P002,2025-07-16,2025-08-17,2025-08-23,6,2,0,Direct Website,Completed,0,,4215.71,25294.26,4575.4,814.21,30683.87,0.0,30683.87,British
B03369,H001,G01859,RT05,P006,2025-11-27,2025-12-19,2025-12-20,1,3,0,Direct Website,Completed,0,,4480.2,4480.2,884.8,243.42,5608.42,0.0,5608.42,French
B03370,H001,G00267,RT03,P002,2025-06-20,2025-08-09,2025-08-11,2,3,0,Direct Phone,Completed,0,,6635.57,13271.14,2756.48,927.14,16954.76,0.0,16954.76,Turkish
B03371,H001,G01335,RT01,P000,2026-08-02,2026-10-20,2026-10-22,2,2,0,Booking.com,Cancelled,1,2026-09-11,3026.9,6053.8,1318.22,399.62,7771.64,0.0,0.0,Turkish
